responseid,dv,contest,winner,sample,female_respondent,orig_cand_female,c_gender,replication,first_orig,c_experience,c_childern,c_occupation,c_age,c_spouse_occupation,r_PID
147356usa leg,NA,2,1,usa leg,0,0,Male,1,1,orig_0ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
16usa voter,1,2,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
40usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
49usa voter,1,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
63usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
68usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
76usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
776usa voter,2,2,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
901usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1189usa voter,1,2,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1237usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1242usa voter,3,2,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1307usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1400usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1733usa voter,2,1,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1789usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1799usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1809usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_aWexlpZOz47V0yxusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_cwIKg44jtTMqjg9usa leg,3,1,1,usa leg,NA,0,Male,0,NA,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
73102usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_1ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
59usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
69usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
282usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
294usa voter,3,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
338usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
641usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
770usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
790usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
823usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
885usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1004usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1172usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1308usa voter,3,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1390usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1801usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1809usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1838usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2013usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2041usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2042usa voter,2,2,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2249usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_0UFzWJ7fSFrZFwVusa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_6sU3NZATapJQqs5usa leg,3,1,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_d0gjmp67r77qF2Busa leg,3,1,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
71452usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
129633usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
174482usa leg,NA,1,0,usa leg,0,1,Female,1,1,orig_3ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
340usa voter,1,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
540usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
609usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
862usa voter,1,3,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
889usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1180usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1294usa voter,1,2,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1506usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1533usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1702usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2113usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2153usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_3C8VmnyK5jssqS9usa leg,1,2,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_aWexlpZOz47V0yxusa leg,1,3,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_b2XBjdtIboXN7Cdusa leg,2,2,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
73192usa leg,NA,3,1,usa leg,0,0,Male,1,1,orig_8ys,orig_1ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
362usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
931usa voter,1,1,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1031usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1101usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1467usa voter,3,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1547usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1548usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1651usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1949usa voter,2,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2010usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2035usa voter,1,1,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2058usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
70878usa leg,NA,3,1,usa leg,0,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
78863usa leg,NA,1,0,usa leg,0,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
151349usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
157809usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_0ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
99usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
227usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
593usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
789usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
918usa voter,3,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1072usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1172usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1239usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1539usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1584usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1694usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1908usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2214usa voter,3,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_6nDGFAe801QPD8Nusa leg,3,2,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_8nMXtEPQNvwb5BPusa leg,3,2,0,usa leg,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
115235usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
131785usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
131965usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_1ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
63usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
598usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
616usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
776usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
927usa voter,3,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1279usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1695usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1919usa voter,2,1,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_40cJXilKveBgU6xusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_71HO6MCkGHmX2PXusa leg,1,3,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_8nVVPTNR4qJ6EAdusa leg,1,2,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_cwIKg44jtTMqjg9usa leg,3,3,0,usa leg,NA,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
78863usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
114163usa leg,NA,1,0,usa leg,0,1,Female,1,1,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
160522usa leg,NA,3,0,usa leg,0,1,Female,1,1,orig_3ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
26usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
167usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
196usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
242usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
294usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
393usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
479usa voter,2,2,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
548usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
575usa voter,2,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1138usa voter,1,1,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1249usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1345usa voter,1,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1434usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
1943usa voter,2,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
2116usa voter,1,1,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_1FvDMg4Wv0momr3usa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_2rUtstedHt6vksBusa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
R_aXduzl5whiEh88Zusa leg,1,2,0,usa leg,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
159527usa leg,NA,3,0,usa leg,0,0,Male,1,1,orig_8ys,orig_3ch,orig_teach,orig_29,orig_UN_sp,republican_respondent
132usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
231usa voter,3,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
358usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
359usa voter,2,2,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
453usa voter,3,1,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1010usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1061usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1180usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1463usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
115028usa leg,NA,1,1,usa leg,0,0,Male,1,1,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
146572usa leg,NA,3,0,usa leg,0,0,Male,1,1,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
164386usa leg,NA,3,1,usa leg,0,1,Female,1,1,orig_0ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
38usa voter,2,3,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
75usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
179usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
509usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
538usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
583usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
898usa voter,1,1,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1264usa voter,1,2,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1411usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1468usa voter,1,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1621usa voter,1,3,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
R_6nDGFAe801QPD8Nusa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
R_7QFGahX8tMM6tEhusa leg,1,3,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
40usa voter,1,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
125usa voter,2,2,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
323usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
696usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
726usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
744usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1180usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1468usa voter,1,3,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1537usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1796usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1963usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
2084usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
99022usa leg,NA,2,0,usa leg,0,1,Female,1,1,orig_3ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
75usa voter,3,3,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
104usa voter,2,1,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
188usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
390usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
422usa voter,2,3,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
921usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
979usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1405usa voter,1,3,1,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1643usa voter,2,1,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1918usa voter,1,3,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1989usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
2021usa voter,2,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
2231usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_29,orig_UN_sp,republican_respondent
458usa voter,2,1,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
561usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
847usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
971usa voter,2,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1201usa voter,1,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1276usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1374usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1591usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1621usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1630usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
1763usa voter,2,1,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_29,orig_UN_sp,republican_respondent
